,Reviews,Labels,Updated_reviews
2624,"Here is my experience from Dfresh:- 
* Tomatoes: Fresh, received in mix sizes, both big & small, red fresh tomatoes! 9/10

* Chillies: Absolutely love it, not only fresh & clean but really reasonable prices 1/3rd price from local market rates! 10/10

* Coriander,Mint: Fresh n green, nicely wrapped in paper. 9/10

* Potato: Clean, Nondusty, received in mix sizes 10/10

* Palak/Spanish most part of it was fresh but some of them was dry, shrink leaves 8/10

* Brinjal: Very fresh, all of them was really fresh 10/10

* Capsicum: Veryyy green!! Quantity given was very good. 10/10

* Carrots, Spring Onion, Bund Gobi: Fresh, nicely wrapped 10/10",1,experience dfresh tomato fresh receive mix size big small red fresh tomato 910 chilli absolutely love fresh clean really reasonable price 13rd price local market rate 1010 coriandermint fresh n green nicely wrap paper 910 potato clean nondusty receive mix size 1010 palakspanish part fresh dry shrink leave 810 brinjal fresh really fresh 1010 capsicum veryyy green quantity give good 1010 carrots spring onion bund gobi fresh nicely wrap 1010
2625,"10/10
thanku Daraz best online store
best and fresh premium quality vegetables and fruits on low price than market
fast delivery
quick service",1,1010 thanku daraz good online store good fresh premium quality vegetable fruit low price market fast delivery quick service
2626,"Great quality of product reasonable price timely delivered,thanks for providing best quality And service all vegetables were fresh recommended",1,great quality product reasonable price timely deliveredthank provide good quality service vegetable fresh recommend
2627,Always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time,1,always order dfresh excellent quality vegetable order receive discount use hbl card excellent experience buy dfresh order soon inshallah thank daraz provide good service good rate free delivery keep good work seller good cooperative reply time
2628,"Here is my experience from Dfresh:- 
* Tomatoes: Fresh, received in mix sizes, both big & small, red fresh tomatoes! 9/10

* Chillies: Absolutely love it, not only fresh & clean but really reasonable prices 1/3rd price from local market rates! 10/10

* Coriander,Mint: Fresh n green, nicely wrapped in paper. 9/10

* Potato: Clean, Nondusty, received in mix sizes 10/10

* Palak/Spanish most part of it was fresh but some of them was dry, shrink leaves 8/10

* Brinjal: Very fresh, all of them was really fresh 10/10

* Capsicum: Veryyy green!! Quantity given was very good. 10/10

* Carrots, Spring Onion, Bund Gobi: Fresh, nicely wrapped 10/10",1,experience dfresh tomato fresh receive mix size big small red fresh tomato 910 chilli absolutely love fresh clean really reasonable price 13rd price local market rate 1010 coriandermint fresh n green nicely wrap paper 910 potato clean nondusty receive mix size 1010 palakspanish part fresh dry shrink leave 810 brinjal fresh really fresh 1010 capsicum veryyy green quantity give good 1010 carrots spring onion bund gobi fresh nicely wrap 1010
2629,All vegetables are good clean fresh and reasonable price as compared to our nearer market price. thanks Daraz. Good job seller.,1,vegetable good clean fresh reasonable price compare near market price thank daraz good job seller
2630,FRESH BRINJALS WITH GOOD PACKAGING RECEIVE WITH FREE DELIVERY AND 14rs per kg i order Half kg rs 7 rs specially recommended Daraz and Source.pk,1,fresh brinjal good packaging receive free delivery 14rs per kg order half kg rs 7 r specially recommend daraz sourcepk
2631,Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using daraz wallet ,1,excellent service upto mark always good packing quality superb deliver time thank daraz provide good service receive discount use daraz wallet
2632,fresh vegetables and fruits very well packed and delivered on time happy with the products and services... thanks,1,fresh vegetable fruit well pack deliver time happy product service thank
2633,I always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time,1,always order dfresh excellent quality vegetable order receive discount use hbl card excellent experience buy dfresh order soon inshallah thank daraz provide good service good rate free delivery keep good work seller good cooperative reply time
2634,nice timely delivered weight bhi pora packaging bhi zabardast..all in all best product aur rates bhi zabardast ,1,nice timely deliver weight bhi pora packaging bhi zabardastall good product aur rate bhi zabardast
2635,received fresh vegetables as always. no worry to get fresh vegetables for go outside in these days due to COVID-19. I have ordered 6 times from daraz.,1,receive fresh vegetable always worry get fresh vegetable go outside day due covid19 order 6 time daraz
2636,excellent quality. all vegs are fresh and premium quality. they delivered them even in lockdown as I needed them desperately. hats off to your service,1,excellent quality veg fresh premium quality deliver even lockdown need desperately hat service
2637,Excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time ,1,excellent quality vegetable order receive discount use hbl card excellent experience buy dfresh order soon inshallah thank daraz provide good service good rate free delivery keep good work seller good cooperative reply time
2638,fresh vegetables and fruits very well packed and delivered on time happy with the products and services... thanks,1,fresh vegetable fruit well pack deliver time happy product service thank
2639,The product is same as described.It is very fresh and is of very good quality.quickly delivered in lockdown and price much cheaper than market.I highly recommend buying products from dfresh.,1,product describedit fresh good qualityquickly deliver lockdown price much cheap marketi highly recommend buy product dfresh
2640,The vegetables are very fresh and same as described PREMIUM QUALITY. It is in a very cheap price than market. I highly recommend buying products from dFresh.,1,vegetable fresh describe premium quality cheap price market highly recommend buying product dfresh
2641,"I always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time,",1,always order dfresh excellent quality vegetable order receive discount use hbl card excellent experience buy dfresh order soon inshallah thank daraz provide good service good rate free delivery keep good work seller good cooperative reply time
2642,"Very good quality and fresh vegetables, reasonable price, delivery in one day only,I recommend it.",1,good quality fresh vegetable reasonable price delivery one day onlyi recommend
2643,"Fresh and Good quality product, timely delivery. Thanks daraz.",1,fresh good quality product timely delivery thank daraz
2644,very fresh and got this at a very cheap rate. love ordering from dfresh they never disappoint,1,fresh get cheap rate love order dfresh never disappoint
2645,"All the brinjals were rotten, koi ek b theek nahi nikla, just bahar se dikhne men theek thay, andr se sb khrab..! Very disappointed. ",0,brinjal rotten koi ek b theek nahi nikla bahar se dikhne man theek thay andr se sb khrab disappoint
2646,Very fresh and neatly packed. Received in the given time. ,1,fresh neatly pack receive give time
2647,awesome always love ordering from absolutely great 1 day delivery absolutely up to the mark,1,awesome always love order absolutely great 1 day delivery absolutely mark
2648,behtareen weight bhi pora aur fresh quality zabardast everything is amazing fully satisfied,1,behtareen weight bhi pora aur fresh quality zabardast everything amazing fully satisfied
2649,poor quality return Clam,0,poor quality return clam
2650,"Fresh, good quality and fair price. Delivered on time. ",1,fresh good quality fair price deliver time
2651,Freshly delivered at fair price. Highly recommended! ,1,freshly deliver fair price highly recommend
2652,Nice quality and fresh vegetables. Thanks 😊 Daraz keep it up. One day delivery geate,1,nice quality fresh vegetable thank daraz keep one day delivery geate
2653,Freshly delivered and quite reasonable than market.,1,freshly deliver quite reasonable market
2654,"Large n fresh Ordered 4th time was absolutely  amazing! can you see the quality how premium it is looking?!! Just up to mark. Freshness quanlity, quantity all satisfactory . Fast delivery😍 Highly recommended dFresh. Great work",1,large n fresh order 4th time absolutely amazing see quality premium look mark freshness quanlity quantity satisfactory fast delivery highly recommend dfresh great work
2655,arrived in given timeline. vegetables are fresh and in economic rate. I am satisfied,1,arrive give timeline vegetable fresh economic rate satisfy
2656,"Everything is fresh and in good shape..
I though they washed vegs before shipping.",1,everything fresh good shape though washed veg ship
2657,good and fresh vegetables at doorstep and rate is less as compared to nearby shops,1,good fresh vegetable doorstep rate less compare nearby shop
