Reviews,Labels
wonderful fruit best Quality,1
fresh and reasonable price,1
Fresh and safely delivered,1
not 1 kg delivered 1/2 kg,0
Good quality. Very fresh!,1
verygood exprnce from you,1
Nice and fresh vegetables,1
weight 1/2 instead of 1kg,0
Fresh and delver on time,1
Very nice. best quality.,1
"good quality and fresh 
",1
"Fresh, recommend to all",1
Fresh & Good As Ever :D,1
fresh and healthy food ,1
Mind blowing keep it up,1
Only received 1 dhania,0
"Buy it!
Good quality",1
thanks daraz Dfresh,1
Good quality. Fresh,1
Very good quality ,1
Got fresh aspected,1
big fresh baingan,1
very poor quality,0
fresh and perfect,1
Fresh vegetables,1
Thank you DARAZ ,1
Fresh as always.,1
good and cheaper,1
nice and freesh,1
good and fresh,1
fresh and good,1
received fresh,1
fresh n lovely,1
good and fresh,1
all are good ,1
Good Quality and price is reasonable as compared to local Islamabad Shops,1
delivery should me more fast but the product was accurate and good quality daraz is produced good product but should be delivering in 18 hour but overall good product recommend.,1
Great.. Fresh and fast delivery of Brinjal. I am so happy ti buy online fresh vegetables through Daraz. Recommend to buy through Daraz.,1
Quality is good and recommended for purchase from daraz.,1
VeryFresh Baingan / Brinjals/Eggplant 🍆better than market 👍🏼👍🏼👍🏼,1
"Great packing, fresh veggies and fast delivery. Got on same day.",1
The vegetable was same as described and price was competitive.,1
"fresh  and good 
quick delivery 
recommended ",1
I received my order of DFresh - Brinjal. The item received same as described and good quality. I am satisfied for delivery of quality product. Recommended to buy DFresh online from Daz.,1
So good thank you 🙏🏽 ,1
"fresh,good ,fast delivery ,recommended ",1
I received my order of DFresh - Baingen. The item received same as described and good quality. I am satisfied for delivery of quality product. Recommended to buy DFresh online from Daz.,1
Good and fresh,1
"i am a regular buyer of d fresh,my experience is great,Alhamdu Lillah .get all the goods fresh n cheaper than market",1
i ordered lots of vegetables and fruits all items were very fresh n clean Alhamdulilah. very very good n quick service. daraz keep it up. 👍🏼,1
Ordering groceries through daraz has made life so easy. All the vegetables are fresh and as advertised.,1
executive excellent quiality on very good rates ,1
"Just as described and fast delivery, Thank you!",1
"As always good experience, recommended store.",1
"Great experience, good service, fresh things",1
"Nicely Packed; Fresh n Tasty!
Thanks Daraz!",1
everything was fresh and good quality,1
Good product delivered in time,1
Fresh and good quality.,1
Not really frash,0
Good and fresh ,1
Not very fresh,0
Great quality,1
Original Manuka Honey and tastes great.Would definitely buy again!,1
"Good service by daraz, timely delivery and fresh vegitables. Recommended.",1
Really fresh and clean I am so impressed with quality of all the vegetables. Received them in really good condition. Really juicy and fresh. Will buy more,1
very great packing and fresh product also find it on low price 💯 recommended delivered with the 24 hours,1
Amazing quality of Shimla Mirch reached to me.  Each Mirch was fresh and good quality.  I am happy to see the quality of vegetable.,1
very good and fresh delivered in a day very good packing 100% recommended So much fresh believe me daraz is doing good service,1
capsicum in such a great price very fresh and good quality all order was also delivered on time and fresh... satisfied with my order will shop again INSHAHALLAH ,1
fresh goods and timely delivery. Ordered again as well.,1
"Good quality 
timely delivered
fresh and exact quantity
Satisfied  10/10",1
Capsiums are ome of the best quality and are of top international standarda It has been few months i order items foam daraz and they are always top in quality and awsome price,1
"Almost Everything was really fresh like directly coming from farm.
excellent service though.",1
"Super high quality vegetables and fruit, had a great bbq.",1
All the vegetables were very fresh and delivered on time,1
Amazing speed delivery. fresh products received. thank you! will buy again InShaAllah.,1
Great quality and freshness was visible. Keep it up.,1
amazing fresh vegetable and price is also very reasonable. Permanent customer 👍♥️,1
fresh and just next day delivery Keep it up 😍,1
great service as always.happy shopping,1
Timely delivery and it is fresh ,1
fresh and good quality..,1
ripped not usable plz improve ur quality and take itvback,0
Awesome Capsicums 👍🏼,1
"Good quality Shimla Mirch, recommended for purchase.",1
best in quality and taste. I am now regular buyer.,1
fresh and good,1
"Fresh and solid, no piece was soggy. Great buy.",1
Fresh big capsicumsn very good a grade,1
Fresh and quick. Satisfactory.,1
"Good quality,  I recommend it.",1
Best capsicum used so far.,1
Very good quality.,1
Really  happy  with them this is for the first time I have received such a great quality vegetable  ,1
"I was missing Karela and Melon from my order of nearly 25 items. The delivery driver took the money and did not delivery all items. I do not trust this service. Please Do Not order from this vendor. 
This was my first order and was a fraud case. No resolution from Daraz customer service as well.BAD",0
It was a great experience! I received the fruits and vegetables within a day and the quality was excellent and the price was actually less than market. They were clean and shiny and were packed in an excellent way. ,1
"very good experience, all items delivered next day.
good fresh fruit and vegetables. 
highly recommended ",1
"Good products quick delivery 
i am really happy with my order 
thankyou daraz- dfresh islamabad .",1
They were beyond amazing. Sizable and fresh! Will definitely order capsicum from daraz only. ,1
we like your service. we have decided to buy our grocery from you in future. thanks,1
Fresh products. Delivery time was excellent. Ma Shaa Allah Excellent standard,1
Had complaint before but now received great quality as received first day.,1
All Fresh. Happy to buy veggies from dfresh. Timely delivered Next Day....,1
"Fresh good quality
Strongly recommended 
Convenient
Fast delivery
",1
it is.very gooood I like it DFRESH ISLAMABAD is so good I like it,1
Buhat vegetables hain fresh and well packed ... Thanks .. :),1
Good and fresh ,1
green and fresh capsicum....buying regularly from dfreah,1
very good and fresh quality  vegetable delivered ,1
Superb and excellent. More than my expectations.,1
best quality and fresh product in minimum price.,1
"Just as described and fast delivery, Thank you!",1
Very good and fresh products delivered in time,1
some pieces are large in size.gud in quality.,1
Very fresh vegetables and excellent services,1
Fresh product. good quality. nice packing.,1
as always very good experience with daraz,1
Fresh. Good quality. Delivery in time. ,1
Same great quality and quick delivery.,1
Good &fresh product. Delivered in time,1
Fresh vegetables like always... 👍👍👍,1
"Really Good Product.
Fast Delivary.
",1
good quality and excellent service ,1
Good & fresh vegetables. Thanks,1
"satisfied with the quality.



",1
Good product delivered in time,1
fresh and juicy at good price,1
Nice fresh and superb quality,1
Very good quality and fresh,1
Very high quality thanks,1
Nice and fresh quality ,1
Nice and fresh quality ,1
Good quality and fresh ,1
Good quality and fresh,1
Best Quality Product,1
Quick and fresh.,1
Quality Veggies.,1
Fresh and good ,1
Good capcisum,1
Fresh nd gud ,1
Good quakity,1
"just as described green capsicum, fresh and good quality product.",1
got 1 bottle broken. remaining r in good condition,1
nice product excellent packing,1
Very Best Quality,1
"excellent quality, fresh production, value for money 830 grams big bottle, better than other fig jams.",1
very happy to receive the products on time. good quality.. highly recommended! inshallah soon I will do more shopping from this store. thanks daraz and the seller as well as the rider.,1
A high quality product delivered properly packed. The delivery charges should be kept at minimum. ,1
Received as shown. Best pricing and long expiry product,1
"I really liked the packing from daraz,original sufi oil delivered by daraz at discounted price,liked very much",1
Thanks daraz and sufi cooking oil flagship store giving me such a beautiful packing sufi oil and also fresh stock and long expiry date amazing sufi oil and very good aromatic smell and good taste we use always sufi oil but now I purchased sufi oil through daraz because daraz gave us special offer and very cheap price from the local market thanks again daraz ,1
Thank you daraz providing me genuine sufi oil and much discounted price from the market i also love shopping with daraz specially on sale mentioned price sola so pachas and long expiry date,1
I am Happy buy original and fresh products of Sufi Banaspati Ghee great taste and smell Sufi Banaspati ghee bohat acha hy me khood b use karta hu our dosro ko b use karnay ka mashwara deta hu bohat maza aya daraz sy shopping kr k daraz is safe and secure hy Thanks daraz and thanks seller for your support and honesty,1
